code,name,quality_score,momentum_score,dividend_score,total_score,price
000651,000651,0.9624433333333333,0.8721150665829984,0.4775,0.7317781799832664,38.6
600009,600009,,0.09631081495525148,0.4775,,29.27
600029,600029,,0.11929203348517001,0.4775,,6.29
000651,000651,0.9624433333333333,0.8721150665829984,0.4775,0.7317781799832664,38.6
600690,600690,1.0,0.3381555980708868,0.4775,0.6381311196141773,25.08
600660,600660,1.0,0.32546412672535263,0.4775,0.6355928253450706,59.51
600050,600050,0.5832633333333334,0.9322281812087251,0.4775,0.6110878029084117,5.07
000568,000568,1.0,0.0506362459636424,0.4775,0.5806272491927285,105.01
000568,000568,1.0,0.0506362459636424,0.4775,0.5806272491927285,105.01
000538,000538,0.73649,0.4211714496434135,0.4775,0.5625057899286827,56.22
000157,000157,0.9611,0.0,0.4775,0.556885,9.28
000157,000157,0.9611,0.0,0.4775,0.556885,9.28
600015,600015,0.35512000000000005,0.9218677710174212,0.4775,0.5291655542034843,7.16
600519,贵州茅台,0.8532966666666667,0.04516271293222516,0.4775,0.5281863759197784,1397.0
000768,000768,0.8557366666666667,0.015463357850174098,0.4775,0.5231005049033681,26.88
000858,五粮液,0.7221966666666667,0.10194439646127382,0.4775,0.4936577126255881,101.52
000858,五粮液,0.7221966666666667,0.10194439646127382,0.4775,0.4936577126255881,101.52
600019,600019,0.49464,0.4181728004955845,0.4775,0.47725856009911694,7.11
000001,平安银行,0.4086666666666667,0.5608490203310235,0.4775,0.47570313739953807,10.96
000001,平安银行,0.4086666666666667,0.5608490203310235,0.4775,0.47570313739953807,10.96
000063,000063,0.5213066666666666,0.2341730735534542,0.4775,0.4497919480440241,36.63
000063,000063,0.5213066666666666,0.2341730735534542,0.4775,0.4497919480440241,36.63
601988,601988,0.23872,0.671627015652294,0.4775,0.4383774031304588,5.39
601398,601398,0.2338866666666667,0.6253888818728819,0.4775,0.42743810970790974,7.2
600048,600048,0.34786333333333336,0.28261269303320086,0.4775,0.39877470527330683,6.46
600031,600031,0.46517,0.07731713500405986,0.4775,0.3987729270008119,21.29
600016,600016,0.13899333333333336,0.6375825824926862,0.4775,0.3966641831652039,3.96
000425,000425,0.4388633333333333,0.04051850462432775,0.4775,0.3822058675915322,11.45
000425,000425,0.4388633333333333,0.04051850462432775,0.4775,0.3822058675915322,11.45
600036,招商银行,0.26671,0.3304546101487947,0.4775,0.37993942202975894,38.79
600362,600362,0.40127999999999997,0.05994881609645519,0.4775,0.37293776321929106,50.74
601006,601006,0.0,0.7362235799281754,0.4775,0.3677447159856351,5.34
600010,600010,0.0,0.43111225568647366,0.4775,0.30672245113729474,2.87
600585,600585,0.0,0.3577799218900186,0.4775,0.29205598437800373,24.59
600028,600028,0.11406666666666666,0.08736868113886755,0.4775,0.2778970695611068,6.33
600030,600030,0.0562,0.12167230917844703,0.4775,0.26450446183568943,25.88
000002,000002,0.0,0.16593254765085372,0.4775,0.25368650953017075,4.7
000625,000625,0.0,0.14911395543863687,0.4775,0.25032279108772737,10.82
000625,000625,0.0,0.14911395543863687,0.4775,0.25032279108772737,10.82
